subject,report_id,report_date,report_type,id,source,report_text
NCT00764062,ct_inc_535267,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_535267,AACT,"
 Inclusion Criteria:
 -  odontogenic infection requiring tooth extraction asociated with amoxicillin monotherapy
 -  good condition
 -  18-60 years old
 -  written informed consent provided
 "
NCT00825084,ct_inc_530650,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530650,AACT,"
 Inclusion Criteria:
 -  Healthy male and/or female subjects between the ages of 18 and 55 years, inclusive (Healthy is defined as no clinically relevant abnormalities identified by a detailed medical history, full physical examination, including blood pressure and pulse rate measurement, 12-lead ECG, and clinical laboratory tests).
 -  Body Mass Index (BMI) of 17.5 to 30.5 kg/m2; and a total body weight within the range of 50 to 100 kg.
 -  An informed consent document signed and dated by the subject or a legally-acceptable representative.
 -  Subjects who are willing and able to comply with scheduled visits, treatment plan, laboratory tests, and other study procedures.
 -  Japanese subjects must have four Japanese grandparents who were born in Japan.
 "
NCT00825071,ct_inc_530651,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530651,AACT,"
 Inclusion Criteria:
 -  (ASA) grade I and II, aged (18-70 years) who are scheduled for elective laparoscopic cholecystectomy under general anesthesia at the department of Anesthesia and Intensive
 Care, University of Jordan, Amman, Jordan between November 2007 and March 2008
 "
NCT00825058,ct_inc_530652,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530652,AACT,"
 Inclusion Criteria:
 -  patients suffering from a recurrent major depressive episode of at least moderate intensity (DSM-IV)
 -  patients have been hospitalized for the treatment of a previous episode, or a previous episode required antidepressant treatment(s)at the recommended dose level for at least 2 months.
 -  the duration of the current episode is of at least six weeks unless the severity of symptoms justifies shorter duration"
NCT00825045,ct_inc_530653,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530653,AACT,"
 Inclusion Criteria:
 -  Age of 50 and older at time of scanning
 -  Inpatients or outpatients
 -  DSM-IV/SCID diagnosis of schizophrenia, schizoaffective disorder, or schizophreniform disorder
 -  Having NOT been treated with oral antipsychotic treatment for at least 2 weeks or long-acting antipsychotics for at least 6 months (Please note that patients will not be withdrawn from antipsychotic medications for the purpose of meeting inclusion criteria for this study).
 "
NCT00825032,ct_inc_530654,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530654,AACT,"
 Inclusion Criteria:
 -  diagnosis of COPD
 -  a degree of COPD severity equal or above grade 2 (moderate) on the basis of the GOLD classification
 -  clinical stability for a minimum of 4 weeks
 -  degree of chronic dyspnea  grade 2 on the Medical Research Council Dyspnea Scale
 "
NCT00825019,ct_inc_530655,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530655,AACT,"
 Inclusion Criteria:
 -  patients suffering from a recurrent major depressive episode of at least moderate intensity (DSM-IV)
 -  patients have been hospitalized for the treatment of a previous episode, or a previous episode required antidepressant treatment(s)at the recommended dose level for at least 2 months.
 -  the duration of the current episode is of at least six weeks unless the severity of symptoms justifies shorter duration."
NCT00825006,ct_inc_530656,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530656,AACT,"
 Inclusion Criteria:
 -  Patients with biventricular pacemakers who met currently accepted indications for CRT, including dilated cardiomyopathy with LV ejection fraction < 35% (ischemic and nonischemic etiologies) with New York Heart Association class III to IV congestive heart failure and QRS duration > 120 ms.
 "
NCT00809510,ct_inc_531835,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531835,AACT,"
 Inclusion Criteria:
 -  The subject was randomized into Study M06-876 and completed the study.
 -  The subject must remain on the same dose of AChEI that was used during the M06-876 study.
 -  The subject is in general good health, as judged by the investigator
 "
NCT00824980,ct_inc_530658,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530658,AACT,"
 Inclusion Criteria: 1. Age 18 years of age at pre-study and 2. Diagnosis of plaque type psoriasis at least 3 month prior to enrolment 3. Mild to moderate plaque type psoriasis with at least 2 plaques of approximately 15cm2 for which topical treatment is indicated 4. Patients must be able to give written informed consent before any trial-specific procedures are performed (see Section 12.2
 "
NCT00824967,ct_inc_530659,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530659,AACT,"
 Inclusion Criteria:
 -  Alzheimer disease
 "
NCT00824954,ct_inc_530660,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530660,AACT,"
 Inclusion Criteria:
 -  0 to 30 years
 -  Acute GVHD refractory to steroids (disease progression after 2 days or absence of response after 4 days) and/or second line therapy (absence of response after 8 days)
 -  patient consent and/or parent consent
 "
NCT00824941,ct_inc_530661,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530661,AACT,"
 -  INCLUSION CRITERIA:
 To be included, patients must meet all of the following:
 -  Have a history of abdominal pain for greater than 6 months
 -  Males ages 13-45 years old or females ages 13-45 years old who have had their menses for at least 2 years
 -  Provide written informed consent, prior to entering the study or undergoing any study procedures
 "
NCT00824928,ct_inc_530662,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530662,AACT,"
 Inclusion Criteria:
 -  Read & understand informed consent related to this study including consenting and
 HIPPA authorization
 -  Undergone salvage cryotherapy of the prostate for recurrent prostate cancer
 "
NCT00824915,ct_inc_530663,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530663,AACT,"
 Inclusion Criteria:
 -  Lead Integrity Algorithm download; requires a Medtronic device that supports the LIA algorithm; requires an RV lead; selected as part of the identified cohort
 "
NCT00824902,ct_inc_530664,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530664,AACT,"
 Inclusion Criteria: 1. Patients selected for radical prostatectomy (any technique) at MDACC 2. Histologic diagnosis of prostate cancer, clinical stage cT1c-cT3b 3. Serum prostate specific antigen less than 30 ng/ml. 4. Any Gleason score 5. Total prostate volume of 20-60 cc, measured by outside ultrasound or clinical examination at MDACC. 6. Group 1: high volume disease. At least 3 positive cores containing cancer on one side of the prostate Group 2: low volume disease. Less than 50% tumor length in a single positive core on one side of the prostate
 "
NCT00824889,ct_inc_530665,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530665,AACT,"
 Inclusion Criteria:
 -  Age  18 years.
 -  Consent obtained after healthy donor or patient information.
 -  Patients suffering from one of the following diseases: a) atopic dermatitis ; b) contact dermatitis; c) psoriasis ; d) lichen planus ; e) GVH ; f) melanoma.
 "
NCT00824876,ct_inc_530666,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530666,AACT,"
 Inclusion Criteria:
 -  Patients having performed elective breast surgery
 -  Age between 18 and 70 years
 -  Patients who have given written consent to participate in the project after haven completely understood the contents and limitations of the protocol
 "
NCT00824863,ct_inc_530667,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530667,AACT,"
 Inclusion Criteria: 1. Diagnosis of pityrosporum folliculitis will be established by clinical presentation - fine, superficial follicular papules and pustules on the chest, back, and upper arms.
 KOH will be done on the pustules looking for spores and hyphae. 2. Concomitant acne treatments with standard acne treatment modalities will be allowed - oral and topical antibiotics, topical retinoids, and benzoyl peroxides.
 "
NCT00824850,ct_inc_530668,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530668,AACT,"
 Inclusion Criteria:
 -  Fully vaccinated per-protocol (4 doses of vaccine given at 2, 4, 6, and 12-15 months of age) subjects enrolled in the Prevnar arm of Study D118-P8, OR
 -  Fully vaccinated per-protocol subjects from the control arm of the same study that did not receive Prevnar after the close of Study D118-P8, or at any time following the study, AND
 -  Still enrolled in NCKP health plan.
 -  Subjects included in either group above must be in good health as determined by medical history, physical examination, and clinical judgment.
 "
NCT00824837,ct_inc_530669,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530669,AACT,"
 Inclusion Criteria:
 -  Chronic haemodialysis patients for more than 2 years
 -  Urine output <100 mL per day
 -  3 haemodialysis sessions per week
 -  Permanent arteriovenous dialysis access
 "
NCT00824824,ct_inc_530670,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530670,AACT,"
 Inclusion Criteria:
 -  POAG
 -  Age 40 to 80 years
 -  Untreated IOP greater than 21 mm Hg
 "
NCT00824811,ct_inc_530671,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530671,AACT,"
 Inclusion Criteria: 1. male or female subjects 18 years of age or older in good general health; 2. provide verbal and written informed consent as well as written release of health and study information; 3. clinically diagnosed by the investigator to have mild to severe epiphora [grades 2, 3 or 4 on a five-point scale (0-4)] in one or both eyes; 4. diagnosed with any of the following types of cancer: breast, non-small cell lung, prostate, bladder, esophageal, head and neck, small cell lung, ovarian and stomach; 5. experiencing symptoms of epiphora after receiving Docetaxel (Taxotere) at the frequency of at least every 3 weeks for his/her cancer; 6. must have less than grade II canalicular stenosis on probing and irrigation at baseline; 7. following a prescribed course of Docetaxel (Taxotere) and accommodating this course without excessive allergic reaction, nausea and/or other adverse reaction (mild or otherwise); 8. expected to remain on Docetaxel (Taxotere) therapy for at least 4 weeks after enrollment in the study; 9. women of childbearing potential must be willing to practice effective contraception for the duration of the study (i.e. abstinence, spermicide, condoms, or birth control pills [BCP]); {NOTE: Females on birth control pills (BCP) must be stable on the same type and dose of pill for at least three months prior to entering the study and must not change the type of BCP or dosing regimen during the study. Those who have used
 BCPs in the past must have discontinued usage at least 3 months prior to the start of the study} 10. women of child bearing potential must have a negative urine pregnancy test at the screening visit and must not be lactating; and 11. willing and able to instill the study medications as directed, comply with study instructions and return to the clinic for required visits.
 "
